 num     #instances         #bytes  class name (module)
 746:             1             16  jdk.internal.util.ReferencedKeySet (java.base@21.0.11)
 747:             1             16  jdk.jfr.FlightRecorder (jdk.jfr@21.0.11)
 748:             1             16  jdk.jfr.FlightRecorderPermission$InternalAccess (jdk.jfr@21.0.11)
 749:             1             16  jdk.jfr.internal.EventInstrumentation$$Lambda/0x00007efc840c2030 (jdk.jfr@21.0.11)
 750:             1             16  jdk.jfr.internal.EventInstrumentation$$Lambda/0x00007efc840c3d50 (jdk.jfr@21.0.11)
 751:             1             16  jdk.jfr.internal.JVM (jdk.jfr@21.0.11)
 752:             1             16  jdk.jfr.internal.JVM$ChunkRotationMonitor (jdk.jfr@21.0.11)
 753:             1             16  jdk.jfr.internal.PlatformRecorder$$Lambda/0x00007efc84042b90 (jdk.jfr@21.0.11)
 754:             1             16  jdk.jfr.internal.RepositoryChunk$1 (jdk.jfr@21.0.11)
 755:             1             16  jdk.jfr.internal.SecuritySupport$$Lambda/0x00007efc84047430 (jdk.jfr@21.0.11)
 756:             1             16  jdk.jfr.internal.SecuritySupport$Privileged (jdk.jfr@21.0.11)
 757:             1             16  jdk.jfr.internal.SettingsManager (jdk.jfr@21.0.11)
 758:             1             16  jdk.jfr.internal.ShutdownHook$ExceptionHandler (jdk.jfr@21.0.11)
 759:             1             16  jdk.jfr.internal.TypeLibrary$$Lambda/0x00007efc84021da8 (jdk.jfr@21.0.11)
 760:             1             16  jdk.jfr.internal.TypeLibrary$$Lambda/0x00007efc84021ff8 (jdk.jfr@21.0.11)
 761:             1             16  jdk.jfr.internal.TypeLibrary$$Lambda/0x00007efc8407a4b0 (jdk.jfr@21.0.11)
 762:             1             16  jdk.jfr.internal.TypeLibrary$$Lambda/0x00007efc8407a970 (jdk.jfr@21.0.11)
 763:             1             16  jdk.jfr.internal.TypeLibrary$$Lambda/0x00007efc8407abc0 (jdk.jfr@21.0.11)
 764:             1             16  jdk.jfr.internal.consumer.FileAccess$UnPrivileged (jdk.jfr@21.0.11)
 765:             1             16  jdk.jfr.internal.dcmd.ArgumentParser$$Lambda/0x00007efc84046be8 (jdk.jfr@21.0.11)
 766:             1             16  jdk.jfr.internal.instrument.JDKEvents$$Lambda/0x00007efc84068a48 (jdk.jfr@21.0.11)
 767:             1             16  jdk.jfr.internal.instrument.JDKEvents$$Lambda/0x00007efc84068c68 (jdk.jfr@21.0.11)
 768:             1             16  jdk.jfr.internal.instrument.JDKEvents$$Lambda/0x00007efc84068e88 (jdk.jfr@21.0.11)
 769:             1             16  jdk.jfr.internal.instrument.JDKEvents$$Lambda/0x00007efc840690a8 (jdk.jfr@21.0.11)
 770:             1             16  jdk.jfr.internal.instrument.JDKEvents$$Lambda/0x00007efc840692c8 (jdk.jfr@21.0.11)
 771:             1             16  jdk.jfr.internal.instrument.JDKEvents$$Lambda/0x00007efc840694e8 (jdk.jfr@21.0.11)
 772:             1             16  jdk.jfr.internal.instrument.JDKEvents$$Lambda/0x00007efc84069708 (jdk.jfr@21.0.11)
 773:             1             16  jdk.jfr.internal.instrument.JDKEvents$$Lambda/0x00007efc84069928 (jdk.jfr@21.0.11)
 774:             1             16  jdk.jfr.internal.periodic.BatchManager$$Lambda/0x00007efc84030e70 (jdk.jfr@21.0.11)
 775:             1             16  jdk.jfr.internal.periodic.BatchManager$$Lambda/0x00007efc84064d00 (jdk.jfr@21.0.11)
 776:             1             16  jdk.proxy1.$Proxy24 (jdk.proxy1)
 777:             1             16  sun.awt.PlatformGraphicsInfo$$Lambda/0x00007efc84037308 (java.desktop@21.0.11)
 778:             1             16  sun.awt.PlatformGraphicsInfo$$Lambda/0x00007efc84037528 (java.desktop@21.0.11)
 779:             1             16  sun.net.www.protocol.file.Handler (java.base@21.0.11)
 780:             1             16  sun.net.www.protocol.jar.Handler (java.base@21.0.11)
 781:             1             16  sun.net.www.protocol.jrt.Handler (java.base@21.0.11)
 782:             1             16  sun.nio.ch.FileChannelImpl$2 (java.base@21.0.11)
 783:             1             16  sun.nio.ch.FileChannelImpl$3 (java.base@21.0.11)
 784:             1             16  sun.nio.ch.FileDispatcherImpl (java.base@21.0.11)
 785:             1             16  sun.nio.ch.SocketDispatcher (java.base@21.0.11)
 786:             1             16  sun.nio.ch.Util$1 (java.base@21.0.11)
 787:             1             16  sun.nio.fs.LinuxFileSystemProvider (java.base@21.0.11)
 788:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@21.0.11)
 789:             1             16  sun.util.calendar.Gregorian (java.base@21.0.11)
 790:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@21.0.11)
 791:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda/0x80000005e (java.base@21.0.11)
 792:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda/0x800000060 (java.base@21.0.11)
 793:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@21.0.11)
 794:             1             16  sun.util.resources.LocaleData (java.base@21.0.11)
 795:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@21.0.11)
 796:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@21.0.11)
Total     125319322    17646816696
